id,module_code,title,category,topic_tags,target_group,description,faculty_tag,level_tag,study_level_match,module_level_number,credits,semester
299,SBE2048,CV and Portfolio Review,Career,"strategy,analytics,economics,career,employability,professional skills,practice",Undergraduate,"CV and Portfolio Review supports undergraduate in preparing for internships, employment, and professional development.",School of Business and Economics,Level 2000,Undergraduate,2000,3,Semester 1
300,FASS2049,Level 2000 Intermediate Critical Writing,Academic,"culture,communication,critical thinking,practice",Undergraduate,"Level 2000 Intermediate Critical Writing is designed for undergraduate and focuses on culture, communication, critical thinking within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,3,Semester 2
301,SBE2050,Level 2000 Intermediate Strategic Development,Academic,"business,analytics,management,practice",Undergraduate,"Level 2000 Intermediate Strategic Development is designed for undergraduate and focuses on business, analytics, management within School of Business and Economics.",School of Business and Economics,Level 2000,Undergraduate,2000,3,Semester 1
302,FASS2051,Level 2000 Intermediate Cultural Perspectives,Academic,"media,innovation,literature,methods",Undergraduate,"Level 2000 Intermediate Cultural Perspectives is designed for undergraduate and focuses on media, innovation, literature within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,3,Semester 2
303,SCI2052,Level 2000 Intermediate Laboratory Applications,Academic,"environment,physics,lab work,intermediate",Undergraduate,"Level 2000 Intermediate Laboratory Applications is designed for undergraduate and focuses on environment, physics, lab work within Faculty of Science.",Faculty of Science,Level 2000,Undergraduate,2000,3,Semester 1
304,FASS2053,Level 2000 Intermediate Communication Projects,Academic,"media,sociology,literature,methods",Undergraduate,"Level 2000 Intermediate Communication Projects is designed for undergraduate and focuses on media, sociology, literature within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,3,Semester 2
305,SBE2054,Level 2000 Intermediate Economic Systems,Academic,"finance,strategy,economics,intermediate",Undergraduate,"Level 2000 Intermediate Economic Systems is designed for undergraduate and focuses on finance, strategy, economics within School of Business and Economics.",School of Business and Economics,Level 2000,Undergraduate,2000,3,Semester 2
306,SDS2055,Level 2000 Intermediate Programming Engineering,Academic,"cybersecurity,data science,python,methods",Undergraduate,"Level 2000 Intermediate Programming Engineering is designed for undergraduate and focuses on cybersecurity, data science, python within School of Digital Science.",School of Digital Science,Level 2000,Undergraduate,2000,4,Semester 1
307,FASS2056,Graduate Employability Clinic,Career,"research,writing,communication,career,employability,professional skills,applications",Undergraduate,"Graduate Employability Clinic supports undergraduate in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,4,Semester 2
308,FASS2057,Level 2000 Intermediate Communication Studies,Academic,"innovation,literature,media,intermediate",Undergraduate,"Level 2000 Intermediate Communication Studies is designed for undergraduate and focuses on innovation, literature, media within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,4,Semester 1
309,SDS2058,Level 2000 Intermediate AI Engineering,Academic,"azure,analytics,web development,intermediate",Undergraduate,"Level 2000 Intermediate AI Engineering is designed for undergraduate and focuses on azure, analytics, web development within School of Digital Science.",School of Digital Science,Level 2000,Undergraduate,2000,4,Semester 2
310,SDS2059,Entrepreneurship Seminar,Student Activity,"programming,machine learning,distributed systems,leadership,innovation,intermediate",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in programming, machine learning, distributed systems and broader campus participation.",School of Digital Science,Level 2000,Undergraduate,2000,3,Semester 1
311,SCI2060,Internship Preparation Workshop,Career,"scientific methods,environment,lab work,career,employability,professional skills,applications",Undergraduate,"Internship Preparation Workshop supports undergraduate in preparing for internships, employment, and professional development.",Faculty of Science,Level 2000,Undergraduate,2000,3,Semester 2
312,SBE2061,Campus Guidance Briefing,Campus Service,"management,leadership,business,student support,academic support,intermediate",All Students,"Campus Guidance Briefing provides university support services related to management, leadership, business for the UBD community.",School of Business and Economics,Level 2000,Undergraduate,2000,4,Semester 1
313,FASS2062,Level 2000 Intermediate Communication Practice,Academic,"media,writing,innovation,applications",Undergraduate,"Level 2000 Intermediate Communication Practice is designed for undergraduate and focuses on media, writing, innovation within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,3,Semester 2
314,SCI2063,Level 2000 Intermediate Chemistry Analysis,Academic,"environment,biology,lab work,practice",Undergraduate,"Level 2000 Intermediate Chemistry Analysis is designed for undergraduate and focuses on environment, biology, lab work within Faculty of Science.",Faculty of Science,Level 2000,Undergraduate,2000,3,Semester 2
315,SCI2064,Research Poster Session,Student Activity,"research,lab work,scientific methods,leadership,innovation,intermediate",All Students,"Research Poster Session is an engagement opportunity for students interested in research, lab work, scientific methods and broader campus participation.",Faculty of Science,Level 2000,Undergraduate,2000,3,Semester 1
316,SBE2065,Technology Showcase,Student Activity,"entrepreneurship,leadership,innovation,applications",All Students,"Technology Showcase is an engagement opportunity for students interested in entrepreneurship, leadership, innovation and broader campus participation.",School of Business and Economics,Level 2000,Undergraduate,2000,3,Semester 2
317,FASS2066,Career Development Seminar,Career,"literature,media,communication,career,employability,professional skills,intermediate",Undergraduate,"Career Development Seminar supports undergraduate in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,4,Semester 1
318,SDS2067,CV and Portfolio Review,Career,"web development,data science,analytics,career,employability,professional skills,intermediate",Undergraduate,"CV and Portfolio Review supports undergraduate in preparing for internships, employment, and professional development.",School of Digital Science,Level 2000,Undergraduate,2000,3,Semester 1
319,FASS2068,Level 2000 Intermediate Academic Studies,Academic,"sociology,critical thinking,innovation,practice",Undergraduate,"Level 2000 Intermediate Academic Studies is designed for undergraduate and focuses on sociology, critical thinking, innovation within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 2000,Undergraduate,2000,4,Semester 1
320,SBE2069,Technology Showcase,Student Activity,"finance,economics,management,leadership,innovation,practice",All Students,"Technology Showcase is an engagement opportunity for students interested in finance, economics, management and broader campus participation.",School of Business and Economics,Level 2000,Undergraduate,2000,4,Semester 1
321,SDS2070,Level 2000 Intermediate Programming Design,Academic,"web development,cloud,cybersecurity,applications",Undergraduate,"Level 2000 Intermediate Programming Design is designed for undergraduate and focuses on web development, cloud, cybersecurity within School of Digital Science.",School of Digital Science,Level 2000,Undergraduate,2000,3,Semester 2
